pair_id,team_a_code,team_a_name,team_b_code,team_b_name,pool_key,event_date,Event,source_file,source_row_number,winner_code,winner_name,point_margin_team_a,set_margin_team_a,meeting_number
B17DIGSV1GE__B17NYCIV1GE,B17DIGSV1GE,Digs Boys 17 Red,B17NYCIV1GE,NYC Impact 17U National,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,597,B17NYCIV1GE,NYC Impact 17U National,-18.0,-2.0,1
B17DIGSV1GE__B17NYCVA1GE,B17DIGSV1GE,Digs Boys 17 Red,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1765,B17DIGSV1GE,Digs Boys 17 Red,7.0,2.0,1
B17DIGSV1GE__B17RAPTO1GE,B17DIGSV1GE,Digs Boys 17 Red,B17RAPTO1GE,NYC Raptors 17 Black,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1320,B17DIGSV1GE,Digs Boys 17 Red,10.0,2.0,1
B17DIGSV1GE__B17RRJVB1NE,B17DIGSV1GE,Digs Boys 17 Red,B17RRJVB1NE,Boston United Boys 17 National 1,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1312,B17RRJVB1NE,Boston United Boys 17 National 1,-9.0,-2.0,1
B17DIGSV1GE__B17SJVBC1NE,B17DIGSV1GE,Digs Boys 17 Red,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,603,B17SJVBC1NE,South County Juniors Boys 17 1,-18.0,-2.0,1
B17HKJVB1NE__B17LHVBC1NE,B17HKJVB1NE,Husky 17.1,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,129,B17HKJVB1NE,Husky 17.1,17.0,1.0,1
B17HKJVB1NE__B17NESVC1NE,B17HKJVB1NE,Husky 17.1,B17NESVC1NE,NE Storm 17 Tsunami,B17,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,199,B17HKJVB1NE,Husky 17.1,11.0,1.0,1
B17HKJVB1NE__B17NESVC2NE,B17HKJVB1NE,Husky 17.1,B17NESVC2NE,NE Storm 17 Landslide,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,87,B17HKJVB1NE,Husky 17.1,19.0,2.0,1
B17HKJVB1NE__B17NEVBC1NE,B17HKJVB1NE,Husky 17.1,B17NEVBC1NE,NEVBC Boys 17.1,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,151,B17NEVBC1NE,NEVBC Boys 17.1,-5.0,-2.0,1
B17HKJVB1NE__B17NEVBC2NE,B17HKJVB1NE,Husky 17.1,B17NEVBC2NE,NEVBC Boys 17.2,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,79,B17HKJVB1NE,Husky 17.1,1.0,1.0,1
B17HKJVB1NE__B17RRJVB1NE,B17HKJVB1NE,Husky 17.1,B17RRJVB1NE,Boston United Boys 17 National 1,B17,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,207,B17HKJVB1NE,Husky 17.1,13.0,1.0,1
B17HKJVB1NE__B17SJJVB3NE,B17HKJVB1NE,Husky 17.1,B17SJJVB3NE,SMASH Boys 17's Shock,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,119,B17SJJVB3NE,SMASH Boys 17's Shock,2.0,-1.0,1
B17HKJVB1NE__B17TTVBC1NE,B17HKJVB1NE,Husky 17.1,B17TTVBC1NE,SLAM 17 1 Boys,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,180,B17HKJVB1NE,Husky 17.1,13.0,2.0,1
B17HKJVB1NE__B17TTVBC1NE,B17HKJVB1NE,Husky 17.1,B17TTVBC1NE,SLAM 17 1 Boys,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,95,B17HKJVB1NE,Husky 17.1,8.0,2.0,2
B17HKJVB2NE__B17HKJVB3NE,B17HKJVB2NE,Husky 17.2,B17HKJVB3NE,Husky 17.3,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,122,B17HKJVB2NE,Husky 17.2,12.0,1.0,1
B17HKJVB2NE__B17NESVC2NE,B17HKJVB2NE,Husky 17.2,B17NESVC2NE,NE Storm 17 Landslide,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,124,B17HKJVB2NE,Husky 17.2,22.0,2.0,1
B17HKJVB2NE__B17NEVBC2NE,B17HKJVB2NE,Husky 17.2,B17NEVBC2NE,NEVBC Boys 17.2,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,123,B17NEVBC2NE,NEVBC Boys 17.2,-10.0,-2.0,1
B17HKJVB2NE__B17PVJVB2NE,B17HKJVB2NE,Husky 17.2,B17PVJVB2NE,PV Boys 17 2,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,121,B17PVJVB2NE,PV Boys 17 2,-8.0,-1.0,1
B17HKJVB2NE__B17RRJVB3NE,B17HKJVB2NE,Husky 17.2,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,120,B17HKJVB2NE,Husky 17.2,15.0,2.0,1
B17HKJVB2NE__B18315VB1XL,B17HKJVB2NE,Husky 17.2,B18315VB1XL,315VB 18 USA,MIXED,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,223,B18315VB1XL,315VB 18 USA,-14.0,-2.0,1
B17HKJVB2NE__B18CAPIT1XL,B17HKJVB2NE,Husky 17.2,B18CAPIT1XL,CSVC 18 HAYSTACK,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,100,B18CAPIT1XL,CSVC 18 HAYSTACK,-8.0,-2.0,1
B17HKJVB2NE__B18NEVBC3NE,B17HKJVB2NE,Husky 17.2,B18NEVBC3NE,NEVBC Boys 18 Blue,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,103,B17HKJVB2NE,Husky 17.2,13.0,2.0,1
B17HKJVB2NE__B18PVJVB4NE,B17HKJVB2NE,Husky 17.2,B18PVJVB4NE,PV Boys 18 4,MIXED,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,214,B17HKJVB2NE,Husky 17.2,4.0,1.0,1
B17HKJVB2NE__B18TTVBC1NE,B17HKJVB2NE,Husky 17.2,B18TTVBC1NE,SLAM 18 1 Boys,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,112,B17HKJVB2NE,Husky 17.2,13.0,2.0,1
B17HKJVB3NE__B17NESVC2NE,B17HKJVB3NE,Husky 17.3,B17NESVC2NE,NE Storm 17 Landslide,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,146,B17NESVC2NE,NE Storm 17 Landslide,-11.0,-2.0,1
B17HKJVB3NE__B17NESVC2NE,B17HKJVB3NE,Husky 17.3,B17NESVC2NE,NE Storm 17 Landslide,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,126,B17HKJVB3NE,Husky 17.3,8.0,2.0,2
B17HKJVB3NE__B17NEVBC2NE,B17HKJVB3NE,Husky 17.3,B17NEVBC2NE,NEVBC Boys 17.2,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,155,B17HKJVB3NE,Husky 17.3,-6.0,1.0,1
B17HKJVB3NE__B17NYCVA1GE,B17HKJVB3NE,Husky 17.3,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,156,B17NYCVA1GE,NYC VBA 17 Downtown,-12.0,-2.0,1
B17HKJVB3NE__B17NYCVA1GE,B17HKJVB3NE,Husky 17.3,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,160,B17NYCVA1GE,NYC VBA 17 Downtown,-7.0,-2.0,2
B17HKJVB3NE__B17PVJVB3NE,B17HKJVB3NE,Husky 17.3,B17PVJVB3NE,PV Boys 17 3,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,125,B17HKJVB3NE,Husky 17.3,14.0,2.0,1
B17HKJVB3NE__B18315VB1XL,B17HKJVB3NE,Husky 17.3,B18315VB1XL,315VB 18 USA,MIXED,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,213,B18315VB1XL,315VB 18 USA,-19.0,-2.0,1
B17HKJVB3NE__B18BVJVB2NE,B17HKJVB3NE,Husky 17.3,B18BVJVB2NE,Blast 18 Blaze,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,113,B17HKJVB3NE,Husky 17.3,15.0,2.0,1
B17HKJVB3NE__B18MVNER2NE,B17HKJVB3NE,Husky 17.3,B18MVNER2NE,Meraki VB 18 2,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,97,B18MVNER2NE,Meraki VB 18 2,4.0,-1.0,1
B17HKJVB3NE__B18NESVC2NE,B17HKJVB3NE,Husky 17.3,B18NESVC2NE,NE Storm 18 Squall,MIXED,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,110,B17HKJVB3NE,Husky 17.3,1.0,1.0,1
B17HKJVB3NE__B18PVJVB4NE,B17HKJVB3NE,Husky 17.3,B18PVJVB4NE,PV Boys 18 4,MIXED,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,222,B18PVJVB4NE,PV Boys 18 4,-13.0,-1.0,1
B17HKJVB4NE__B17MMVBC1NE,B17HKJVB4NE,Husky 17.4,B17MMVBC1NE,Mayhem 17 1,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,135,B17HKJVB4NE,Husky 17.4,9.0,1.0,1
B17HKJVB4NE__B17MVNER2NE,B17HKJVB4NE,Husky 17.4,B17MVNER2NE,Meraki VB 17 2,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,138,B17HKJVB4NE,Husky 17.4,11.0,1.0,1
B17HKJVB4NE__B17MVNER2NE,B17HKJVB4NE,Husky 17.4,B17MVNER2NE,Meraki VB 17 2,B17,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,192,B17HKJVB4NE,Husky 17.4,20.0,2.0,2
B17HKJVB4NE__B17MVPVA2NE,B17HKJVB4NE,Husky 17.4,B17MVPVA2NE,MVP BOS 17 Blue,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,144,B17MVPVA2NE,MVP BOS 17 Blue,-9.0,-2.0,1
B17HKJVB4NE__B17MVPVA2NE,B17HKJVB4NE,Husky 17.4,B17MVPVA2NE,MVP BOS 17 Blue,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,127,B17HKJVB4NE,Husky 17.4,8.0,2.0,2
B17HKJVB4NE__B17NESVC3NE,B17HKJVB4NE,Husky 17.4,B17NESVC3NE,NE Storm 17 Wildfire,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,76,B17NESVC3NE,NE Storm 17 Wildfire,-16.0,-2.0,1
B17HKJVB4NE__B17NYCVA1GE,B17HKJVB4NE,Husky 17.4,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,158,B17NYCVA1GE,NYC VBA 17 Downtown,-18.0,-2.0,1
B17HKJVB4NE__B17PVJVB3NE,B17HKJVB4NE,Husky 17.4,B17PVJVB3NE,PV Boys 17 3,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,69,B17HKJVB4NE,Husky 17.4,5.0,2.0,1
B17HKJVB4NE__B17PVJVB3NE,B17HKJVB4NE,Husky 17.4,B17PVJVB3NE,PV Boys 17 3,B17,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,195,B17PVJVB3NE,PV Boys 17 3,-4.0,-2.0,2
B17HKJVB4NE__B17RRJVB2NE,B17HKJVB4NE,Husky 17.4,B17RRJVB2NE,Boston United Boys 17 Northeast,B17,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,72,B17RRJVB2NE,Boston United Boys 17 Northeast,-18.0,-2.0,1
B17LCVBC1GE__B17MVPVA1NE,B17LCVBC1GE,Legacy Boys 17 National,B17MVPVA1NE,MVP BOS 17 Black,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1313,B17MVPVA1NE,MVP BOS 17 Black,0.0,-1.0,1
B17LCVBC1GE__B17NYCIV1GE,B17LCVBC1GE,Legacy Boys 17 National,B17NYCIV1GE,NYC Impact 17U National,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,605,B17NYCIV1GE,NYC Impact 17U National,-3.0,-1.0,1
B17LCVBC1GE__B17NYCVA1GE,B17LCVBC1GE,Legacy Boys 17 National,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1321,B17LCVBC1GE,Legacy Boys 17 National,13.0,1.0,1
B17LCVBC1GE__B17RAPTO1GE,B17LCVBC1GE,Legacy Boys 17 National,B17RAPTO1GE,NYC Raptors 17 Black,B17,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1761,B17LCVBC1GE,Legacy Boys 17 National,16.0,2.0,1
B17LCVBC1GE__B17SJVBC1NE,B17LCVBC1GE,Legacy Boys 17 National,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,600,B17LCVBC1GE,Legacy Boys 17 National,0.0,1.0,1
B17LCVBC2GE__B17MVPVA2NE,B17LCVBC2GE,Legacy Boys 17 Premier,B17MVPVA2NE,MVP BOS 17 Blue,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,537,B17LCVBC2GE,Legacy Boys 17 Premier,3.0,1.0,1
B17LCVBC2GE__B17RIVAL1GE,B17LCVBC2GE,Legacy Boys 17 Premier,B17RIVAL1GE,Rival 17’s,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,550,B17LCVBC2GE,Legacy Boys 17 Premier,1.0,1.0,1
B17LCVBC2GE__B17ROYAL1NO,B17LCVBC2GE,Legacy Boys 17 Premier,B17ROYAL1NO,Infinity Royals 17N,B17,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1730,B17ROYAL1NO,Infinity Royals 17N,-7.0,-2.0,1
B17LCVBC2GE__B17SPTMC6GE,B17LCVBC2GE,Legacy Boys 17 Premier,B17SPTMC6GE,Sportime 17 Lynbrook 2,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1266,B17LCVBC2GE,Legacy Boys 17 Premier,9.0,2.0,1
B17LCVBC2GE__B17XTREM1GE,B17LCVBC2GE,Legacy Boys 17 Premier,B17XTREM1GE,Xtreme 17 National Braulio,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,544,B17XTREM1GE,Xtreme 17 National Braulio,-4.0,-1.0,1
B17LHVBC1NE__B17MVNER2NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17MVNER2NE,Meraki VB 17 2,B17,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,147,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,27.0,2.0,1
B17LHVBC1NE__B17MVPVA1NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17MVPVA1NE,MVP BOS 17 Black,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,142,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,9.0,1.0,1
B17LHVBC1NE__B17NESVC2NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17NESVC2NE,NE Storm 17 Landslide,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,59,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,12.0,2.0,1
B17LHVBC1NE__B17RRJVB2NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17RRJVB2NE,Boston United Boys 17 Northeast,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,50,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,16.0,2.0,1
B17LHVBC1NE__B17RRJVB3NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,144,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,26.0,2.0,1
B17LHVBC1NE__B17SJJVB1NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17SJJVB1NE,SMASH Boys 17-1,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,168,B17SJJVB1NE,SMASH Boys 17-1,-15.0,-2.0,1
B17LHVBC1NE__B17SJJVB1NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17SJJVB1NE,SMASH Boys 17-1,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,171,B17SJJVB1NE,SMASH Boys 17-1,-29.0,-2.0,2
B17LHVBC2NE__B17MMVBC1NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17MMVBC1NE,Mayhem 17 1,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,51,B17MMVBC1NE,Mayhem 17 1,-2.0,-1.0,1
B17LHVBC2NE__B17MMVBC1NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17MMVBC1NE,Mayhem 17 1,B17,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,140,B17MMVBC1NE,Mayhem 17 1,-18.0,-2.0,2
B17LHVBC2NE__B17MVNER1NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17MVNER1NE,Meraki VB 17 1,B17,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,118,B17MVNER1NE,Meraki VB 17 1,-19.0,-2.0,1
B17LHVBC2NE__B17MVPVA2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17MVPVA2NE,MVP BOS 17 Blue,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,63,B17LHVBC2NE,LHV Boys 17-2 Boom,-2.0,1.0,1
B17LHVBC2NE__B17NEVBC2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17NEVBC2NE,NEVBC Boys 17.2,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,153,B17NEVBC2NE,NEVBC Boys 17.2,-30.0,-2.0,1
B17LHVBC2NE__B17PVJVB2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB2NE,PV Boys 17 2,B17,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,56,B17PVJVB2NE,PV Boys 17 2,-10.0,-2.0,1
B17LHVBC2NE__B17PVJVB2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB2NE,PV Boys 17 2,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,131,B17PVJVB2NE,PV Boys 17 2,-17.0,-2.0,2
B17LHVBC2NE__B17PVJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB3NE,PV Boys 17 3,B17,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,193,B17PVJVB3NE,PV Boys 17 3,-7.0,-2.0,1
B17LHVBC2NE__B17PVJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB3NE,PV Boys 17 3,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,130,B17PVJVB3NE,PV Boys 17 3,0.0,-1.0,2
B17LHVBC2NE__B17PVJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB3NE,PV Boys 17 3,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,133,B17PVJVB3NE,PV Boys 17 3,-6.0,-1.0,3
B17LHVBC2NE__B17RRJVB2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17RRJVB2NE,Boston United Boys 17 Northeast,B17,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,133,B17RRJVB2NE,Boston United Boys 17 Northeast,-8.0,-1.0,1
B17LHVBC2NE__B17RRJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,55,B17LHVBC2NE,LHV Boys 17-2 Boom,9.0,1.0,1
B17LHVBC2NE__B17RRJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,136,B17LHVBC2NE,LHV Boys 17-2 Boom,19.0,2.0,2
B17LHVBC2NE__B17RRJVB3NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,132,B17RRJVB3NE,Boston United Boys 17 Select 1,-25.0,-2.0,3
B17LIFRY1GE__B17NESVC1NE,B17LIFRY1GE,LI Fury 17 1,B17NESVC1NE,NE Storm 17 Tsunami,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1268,B17LIFRY1GE,LI Fury 17 1,17.0,2.0,1
B17LIFRY1GE__B17ROYAL1NO,B17LIFRY1GE,LI Fury 17 1,B17ROYAL1NO,Infinity Royals 17N,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,545,B17ROYAL1NO,Infinity Royals 17N,-4.0,-1.0,1
B17LIFRY1GE__B17RRJVB2NE,B17LIFRY1GE,LI Fury 17 1,B17RRJVB2NE,Boston United Boys 17 Northeast,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,535,B17LIFRY1GE,LI Fury 17 1,19.0,2.0,1
B17LIFRY1GE__B17SPTMC3GE,B17LIFRY1GE,LI Fury 17 1,B17SPTMC3GE,Sportime 17 3,B17,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1261,B17SPTMC3GE,Sportime 17 3,-4.0,-1.0,1
B17LIFRY1GE__B17SPTMC4GE,B17LIFRY1GE,LI Fury 17 1,B17SPTMC4GE,Sportime 17 4,B17,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,552,B17LIFRY1GE,LI Fury 17 1,14.0,2.0,1
B17MMVBC1NE__B17MVNER2NE,B17MMVBC1NE,Mayhem 17 1,B17MVNER2NE,Meraki VB 17 2,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,61,B17MMVBC1NE,Mayhem 17 1,19.0,2.0,1
B17MMVBC1NE__B17MVNER2NE,B17MMVBC1NE,Mayhem 17 1,B17MVNER2NE,Meraki VB 17 2,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,134,B17MMVBC1NE,Mayhem 17 1,13.0,2.0,2
B17MMVBC1NE__B17MVPVA2NE,B17MMVBC1NE,Mayhem 17 1,B17MVPVA2NE,MVP BOS 17 Blue,B17,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,136,B17MVPVA2NE,MVP BOS 17 Blue,-14.0,-1.0,1
B17MMVBC1NE__B17PVJVB3NE,B17MMVBC1NE,Mayhem 17 1,B17PVJVB3NE,PV Boys 17 3,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,137,B17MMVBC1NE,Mayhem 17 1,15.0,2.0,1
B17MMVBC1NE__B17RRJVB3NE,B17MMVBC1NE,Mayhem 17 1,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,56,B17MMVBC1NE,Mayhem 17 1,7.0,2.0,1
B17MMVBC1NE__B17RRJVB3NE,B17MMVBC1NE,Mayhem 17 1,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,167,B17MMVBC1NE,Mayhem 17 1,15.0,1.0,2
B17MVNER1NE__B17MVPVA1NE,B17MVNER1NE,Meraki VB 17 1,B17MVPVA1NE,MVP BOS 17 Black,B17,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,66,B17MVPVA1NE,MVP BOS 17 Black,-13.0,-2.0,1
B17MVNER1NE__B17MVPVA1NE,B17MVNER1NE,Meraki VB 17 1,B17MVPVA1NE,MVP BOS 17 Black,B17,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,158,B17MVNER1NE,Meraki VB 17 1,1.0,1.0,2
B17MVNER1NE__B17NESVC1NE,B17MVNER1NE,Meraki VB 17 1,B17NESVC1NE,NE Storm 17 Tsunami,B17,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,153,B17NESVC1NE,NE Storm 17 Tsunami,-12.0,-2.0,1
B17MVNER1NE__B17NESVC3NE,B17MVNER1NE,Meraki VB 17 1,B17NESVC3NE,NE Storm 17 Wildfire,B17,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,47,B17MVNER1NE,Meraki VB 17 1,12.0,1.0,1
B17MVNER1NE__B17NESVC3NE,B17MVNER1NE,Meraki VB 17 1,B17NESVC3NE,NE Storm 17 Wildfire,B17,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,189,B17NESVC3NE,NE Storm 17 Wildfire,-11.0,-1.0,2
